Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-10 00:00:00+05:30,651.3630923463137,656.0405975312849,641.7209068148043,643.3211059570312,382669,0.0,0.0
2022-01-11 00:00:00+05:30,642.9518201492735,652.3478210646313,642.5414926481596,645.16748046875,384973,0.0,0.0
2022-01-12 00:00:00+05:30,647.4651591316219,648.9422659585382,641.1054136613873,647.3831176757812,310080,0.0,0.0
2022-01-13 00:00:00+05:30,648.2857393625371,650.7886347972841,639.0538219027685,641.6798095703125,504205,0.0,0.0
2022-01-14 00:00:00+05:30,642.5415287510353,644.0596864971892,628.5910540692772,632.9813842773438,395476,0.0,0.0
2022-01-17 00:00:00+05:30,628.5910002911158,639.0128497050281,622.4774392533017,636.715087890625,480464,0.0,0.0
2022-01-18 00:00:00+05:30,636.7150521082641,640.8181464574271,622.9287224111392,624.6110229492188,339465,0.0,0.0
2022-01-19 00:00:00+05:30,622.6826351769362,624.077700696273,610.0041335651579,614.1892700195312,381315,0.0,0.0
2022-01-20 00:00:00+05:30,614.4764798349902,618.907800603031,604.5060081068984,611.1119384765625,716577,0.0,0.0
2022-01-21 00:00:00+05:30,611.3580877944783,616.2817772535038,604.5059733318778,611.1529541015625,756242,0.0,0.0
2022-01-24 00:00:00+05:30,614.7226772361811,614.7226772361811,580.4619820252767,585.4677734375,841305,0.0,0.0
2022-01-25 00:00:00+05:30,585.4677692569419,598.7617317454174,569.5478188349632,596.6281127929688,694378,0.0,0.0
2022-01-27 00:00:00+05:30,591.1709633096445,593.3045821180569,577.5487757879508,586.0831909179688,573684,0.0,0.0
2022-01-28 00:00:00+05:30,590.8427500062766,606.8036903712075,590.4324225064503,596.0946655273438,627758,0.0,0.0
2022-01-31 00:00:00+05:30,598.9668681502739,607.2550994032295,590.8427799262873,592.812255859375,585777,0.0,0.0
2022-02-01 00:00:00+05:30,597.9820898209928,602.6595948463525,593.3866262527622,600.4849853515625,466168,0.0,0.0
2022-02-02 00:00:00+05:30,600.485004654655,614.4764694001212,600.485004654655,609.4296875,655296,0.0,0.0
2022-02-03 00:00:00+05:30,611.3581118463244,612.1787668575354,603.1519824596492,604.6290893554688,190996,0.0,0.0
2022-02-04 00:00:00+05:30,606.4343976590361,607.214001857056,596.4639265156302,603.3161010742188,494458,0.0,0.0
2022-02-07 00:00:00+05:30,600.9363039197352,604.8752555226504,587.0679318523489,590.1041870117188,374542,0.0,0.0
2022-02-08 00:00:00+05:30,591.6633439030253,595.4382126463339,586.3703776098251,589.52978515625,293638,0.0,0.0
2022-02-09 00:00:00+05:30,590.842782129129,597.941081629885,589.6529104496642,592.0326538085938,555022,0.0,0.0
2022-02-10 00:00:00+05:30,587.3141220824699,605.408681185665,585.5908307393084,596.3818969726562,1047652,0.0,0.0
2022-02-11 00:00:00+05:30,594.1252028315441,599.0488925238045,585.0984784648226,589.1605224609375,628675,0.0,0.0
2022-02-14 00:00:00+05:30,575.2510342141303,583.1699275071469,567.4141222685619,574.2662963867188,641335,0.0,0.0
2022-02-15 00:00:00+05:30,574.2664078599861,596.2178194546982,572.8713422991419,593.0584716796875,495272,0.0,0.0
2022-02-16 00:00:00+05:30,600.9363276431164,603.4802139525478,588.052692967847,593.9611206054688,481861,0.0,0.0
2022-02-17 00:00:00+05:30,596.0126428568328,600.6901481084974,588.2167807361805,595.438232421875,378219,0.0,0.0
2022-02-18 00:00:00+05:30,591.253048463757,606.8857621231276,590.9247624385682,605.4496459960938,717516,0.0,0.0
2022-02-21 00:00:00+05:30,604.3418520593247,606.3934294768209,594.9868417505867,596.2998657226562,448724,0.0,0.0
2022-02-22 00:00:00+05:30,579.0259217202652,598.1052197361327,579.0259217202652,596.6281127929688,504349,0.0,0.0
2022-02-23 00:00:00+05:30,596.6281014717943,605.613835205535,596.6281014717943,599.2540893554688,398164,0.0,0.0
2022-02-24 00:00:00+05:30,574.4304714974987,590.5555560097912,554.7357117878287,557.5668334960938,1318752,0.0,0.0
2022-02-25 00:00:00+05:30,562.4905459218196,570.9839113863296,557.6079065830486,562.6957397460938,1265970,0.0,0.0
2022-02-28 00:00:00+05:30,557.8950688479946,572.953312438136,526.0141794659212,566.5935668945312,2815617,0.0,0.0
2022-03-02 00:00:00+05:30,558.0181857552903,563.2290506160932,544.067711577727,555.761474609375,1382240,0.0,0.0
2022-03-03 00:00:00+05:30,562.1212647440831,562.9419198274509,540.046760929168,544.2728881835938,1102354,0.0,0.0
2022-03-04 00:00:00+05:30,534.630613861727,547.2680629675351,525.3576456917318,535.9025268554688,1121384,0.0,0.0
2022-03-07 00:00:00+05:30,521.0494414052575,526.3834583988283,511.53028833614246,515.9616088867188,1363713,0.0,0.0
2022-03-08 00:00:00+05:30,520.2698667384839,528.1888211694953,509.15057405398625,524.8242797851562,832978,0.0,0.0
2022-03-09 00:00:00+05:30,529.2965758080576,543.0829052244535,518.0541323803831,539.8825073242188,1320865,0.0,0.0
2022-03-10 00:00:00+05:30,560.1107026466942,580.1747363290136,545.708911598649,555.6793823242188,2498428,0.0,0.0
2022-03-11 00:00:00+05:30,553.9150764818778,563.1059436422922,549.8119818067272,557.4027099609375,573279,0.0,0.0
2022-03-14 00:00:00+05:30,561.3006152084458,561.3006152084458,545.1755317452207,555.843505859375,970278,0.0,0.0
2022-03-15 00:00:00+05:30,567.7014515527881,576.0717244724735,560.5621011212916,570.6967163085938,2284858,0.0,0.0
2022-03-16 00:00:00+05:30,576.2357888728816,580.1336895190309,571.147956581435,579.1900024414062,814521,0.0,0.0
2022-03-17 00:00:00+05:30,583.8675560417576,593.6738846442983,581.4467018739736,589.1605224609375,1297777,0.0,0.0
2022-03-21 00:00:00+05:30,582.6366690022046,585.0164124288963,567.5783637443398,569.1375122070312,1042740,0.0,0.0
2022-03-22 00:00:00+05:30,565.9370745910583,574.3894485608848,556.4179813350446,572.5020141601562,574278,0.0,0.0
2022-03-23 00:00:00+05:30,567.0448594091425,575.7023663874348,559.6593255234794,560.47998046875,910911,0.0,0.0
2022-03-24 00:00:00+05:30,554.6125921669043,566.1422722469875,550.6326497410952,561.3416748046875,737235,0.0,0.0
2022-03-25 00:00:00+05:30,562.9418198289412,566.6345867372136,558.1412228481872,565.0753784179688,463459,0.0,0.0
