Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-01-10 00:00:00+05:30,553.6970592467858,597.0920262981758,550.8942403929159,593.2744140625,1658416,0.0,0.0
2022-01-11 00:00:00+05:30,599.0250511710769,604.7756262549473,582.1116297416537,585.6876220703125,765858,0.0,0.0
2022-01-12 00:00:00+05:30,590.5198864693706,596.9470086657874,571.0936421141415,573.75146484375,528357,0.0,0.0
2022-01-13 00:00:00+05:30,578.6322542888425,578.8738745671501,565.4397634975187,574.718017578125,353376,0.0,0.0
2022-01-14 00:00:00+05:30,574.6696123414318,623.3802811629141,572.1567851913878,614.5853271484375,2188203,0.0,0.0
2022-01-17 00:00:00+05:30,619.5143862066117,626.0381336432647,606.853507369726,614.0054321289062,658873,0.0,0.0
2022-01-18 00:00:00+05:30,616.4215493640548,619.5143002583718,586.0740823736935,589.8433227539062,663012,0.0,0.0
2022-01-19 00:00:00+05:30,587.620597718254,592.4530039494896,570.9971084849366,578.4390258789062,432489,0.0,0.0
2022-01-20 00:00:00+05:30,576.9891664940615,587.6204576689938,558.7226516977677,567.034423828125,714351,0.0,0.0
2022-01-21 00:00:00+05:30,564.1833254088302,569.3539755448992,539.8763028682922,548.8646240234375,481647,0.0,0.0
2022-01-24 00:00:00+05:30,545.3853052215353,545.3853052215353,513.1048699639753,521.0299682617188,668327,0.0,0.0
2022-01-25 00:00:00+05:30,501.6035926664333,543.6455122829841,501.6035926664333,530.0664672851562,466003,0.0,0.0
2022-01-27 00:00:00+05:30,528.0853171962835,535.7204827899573,516.1009274939515,520.0634765625,360453,0.0,0.0
2022-01-28 00:00:00+05:30,525.1859592422796,550.5077219770882,524.8476553954638,533.5942993164062,489771,0.0,0.0
2022-01-31 00:00:00+05:30,547.4150110197293,559.5926513391478,536.7837171255486,553.16552734375,478029,0.0,0.0
2022-02-01 00:00:00+05:30,560.22078825947,574.5730088718944,541.2294112165869,560.8972778320312,852837,0.0,0.0
2022-02-02 00:00:00+05:30,577.9556724001865,591.4864072055419,575.5877820113848,582.3531494140625,835775,0.0,0.0
2022-02-03 00:00:00+05:30,586.6540330885242,587.6205141974015,573.123297564242,576.5059814453125,425057,0.0,0.0
2022-02-04 00:00:00+05:30,570.513805943635,583.367993325783,562.492024268259,576.119384765625,436088,0.0,0.0
2022-02-07 00:00:00+05:30,574.0897206234549,594.3858218576174,572.1567586011537,586.412353515625,713870,0.0,0.0
2022-02-08 00:00:00+05:30,589.2634836244254,590.9065131393717,564.4732221209539,567.66259765625,359243,0.0,0.0
2022-02-09 00:00:00+05:30,572.1568369873371,575.9261370429509,557.6596198339417,559.1576538085938,326321,0.0,0.0
2022-02-10 00:00:00+05:30,570.7572001984328,570.7572001984328,548.9655231377086,551.3922119140625,268424,2.5,0.0
2022-02-11 00:00:00+05:30,551.3436598892329,557.1677126345417,534.4053613058941,537.4630126953125,339757,0.0,0.0
2022-02-14 00:00:00+05:30,524.0677711302744,526.2032100173002,505.7219789074735,510.9150695800781,522354,0.0,0.0
2022-02-15 00:00:00+05:30,518.2922540114755,528.047532046727,512.5167222806468,521.107177734375,417544,0.0,0.0
2022-02-16 00:00:00+05:30,526.6885355204408,532.4155450265172,509.60466935081405,513.6815185546875,456476,0.0,0.0
2022-02-17 00:00:00+05:30,531.9301631837803,536.735018660145,518.63189725512,522.9028930664062,635157,0.0,0.0
2022-02-18 00:00:00+05:30,519.4084901251543,524.0677804037857,502.8099610548753,504.7513122558594,543603,0.0,0.0
2022-02-21 00:00:00+05:30,504.36298207301735,504.36298207301735,474.17499676521743,476.65020751953125,683102,0.0,0.0
2022-02-22 00:00:00+05:30,466.89491303080484,471.9909593788542,459.71192029332553,464.2255554199219,593639,0.0,0.0
2022-02-23 00:00:00+05:30,471.6512423841028,496.1607999469615,470.77764031629664,489.8028869628906,639954,0.0,0.0
2022-02-24 00:00:00+05:30,461.75040955903665,477.6209324292383,442.628087777477,448.20947265625,718065,0.0,0.0
2022-02-25 00:00:00+05:30,465.92428305289997,498.9272531024804,463.35199866474574,493.7826843261719,746591,0.0,0.0
2022-02-28 00:00:00+05:30,486.3084112991928,486.40548477089123,471.6026838281513,483.1051940917969,485068,0.0,0.0
2022-03-02 00:00:00+05:30,478.5430553818146,492.8119980911507,473.34993516459815,476.21343994140625,475505,0.0,0.0
2022-03-03 00:00:00+05:30,484.852432536134,491.69568324838815,474.66033935969875,475.72808837890625,416638,0.0,0.0
2022-03-04 00:00:00+05:30,470.72913933346854,471.74833685414785,449.4227982787458,452.917236328125,614185,0.0,0.0
2022-03-07 00:00:00+05:30,442.6280285367583,442.6280285367583,414.47843900262234,417.1477966308594,1112212,0.0,0.0
2022-03-08 00:00:00+05:30,414.4784753966071,421.27320450146954,389.4350571163243,408.7514953613281,1819452,0.0,0.0
2022-03-09 00:00:00+05:30,412.2459179525954,458.15885962059224,412.2459179525954,450.1022644042969,1938297,0.0,0.0
2022-03-10 00:00:00+05:30,471.74834402020537,474.61184890396333,447.4814538957092,453.159912109375,1208360,0.0,0.0
2022-03-11 00:00:00+05:30,453.1598677081418,463.20636515984717,442.62803250150057,450.5390319824219,644612,0.0,0.0
2022-03-14 00:00:00+05:30,451.17000380969046,457.33379975021614,438.59977265303985,444.3752746582031,945079,0.0,0.0
